"_time",host,OldValue,NewValue
"2026-07-31T18:58:24.497-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1","Default\ServiceStartStates = 0x0"
"2026-07-31T18:57:32.323-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = ServiceStartedSuccessfully"
"2026-07-31T18:57:32.321-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x6F6A16D0","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x7C3019AD"
"2026-07-31T18:57:26.568-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitPluginModules","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine"
"2026-07-31T18:57:24.350-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitPluginModules"
"2026-07-31T18:57:24.349-0500","WIN-11","Default\ServiceStartStates = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1"
"2026-07-31T18:57:10.641-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitializeMiscConfigLibrary","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate"
"2026-07-31T18:57:10.639-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x7C3019AD","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x6F6A16D0"
"2026-07-31T18:45:09.040-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\SpyNet\LastMAPSFailureTimeString = 2026-07-31T23:29:05Z","HKLM\SOFTWARE\Microsoft\Windows Defender\SpyNet\LastMAPSFailureTimeString = 2026-07-31T23:45:08Z"
"2026-07-31T18:42:58.748-0500","WIN-11","Default\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender","HKLM\SOFTWARE\Microsoft\Windows Defender\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender"
"2026-07-31T18:42:58.748-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1","Default\ServiceStartStates = 0x0"
"2026-07-31T18:42:30.723-0500","WIN-11","Default\Diagnostics\LastSignatureUpdateResult = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\LastSignatureUpdateResult = 0x80072EE7"
"2026-07-31T18:42:10.825-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = ServiceStartedSuccessfully"
"2026-07-31T18:42:10.824-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x6F6A16D0","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x7C3019AD"
"2026-07-31T18:42:01.828-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitPluginModules","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine"
"2026-07-31T18:41:58.550-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitPluginModules"
"2026-07-31T18:41:58.548-0500","WIN-11","Default\ServiceStartStates = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1"
"2026-07-31T18:41:44.098-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitializeMiscConfigLibrary","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate"
"2026-07-31T18:41:44.096-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x7C3019AD","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x6F6A16D0"
"2026-07-31T18:41:44.096-0500","WIN-11","Default\IsServiceRunning = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\IsServiceRunning = 0x1"
"2026-07-31T18:41:03.948-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = RtpPluginStop","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = CleanupEngine"
"2026-07-31T18:41:02.965-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = CleanupEngine","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = RtpPluginStop"
"2026-07-31T18:29:05.956-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\SpyNet\LastMAPSFailureTimeString = 2026-07-31T23:13:42Z","HKLM\SOFTWARE\Microsoft\Windows Defender\SpyNet\LastMAPSFailureTimeString = 2026-07-31T23:29:05Z"
"2026-07-31T18:13:42.919-0500","WIN-11","N/A\SpyNet\LastMAPSFailureTimeString = ","HKLM\SOFTWARE\Microsoft\Windows Defender\SpyNet\LastMAPSFailureTimeString = 2026-07-31T23:13:42Z"
"2026-07-31T18:13:42.087-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1","Default\ServiceStartStates = 0x0"
"2026-07-31T18:13:16.700-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\31 = 0x965","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\31 = 0x2328"
"2026-07-31T18:13:16.700-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\_5 = 0x1"
"2026-07-31T18:13:16.700-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\30 = 0x67"
"2026-07-31T18:13:16.700-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\64 = 0x0"
"2026-07-31T18:13:16.700-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\101 = 0x1"
"2026-07-31T18:13:16.700-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\52 = 0x8"
"2026-07-31T18:13:16.700-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\32 = 0x4268","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\32 = 0x0"
"2026-07-31T18:13:16.700-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\28 = 0x0"
"2026-07-31T18:13:16.694-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = ServiceStartedSuccessfully"
"2026-07-31T18:13:16.689-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x6F6A16D0","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x7C3019AD"
"2026-07-31T18:13:16.688-0500","WIN-11","Default\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender","HKLM\SOFTWARE\Microsoft\Windows Defender\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender"
"2026-07-31T18:13:15.448-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_MdDisable1ds = 0x0",""
"2026-07-31T18:13:15.448-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_MdEnableCoreService = 0x1",""
"2026-07-31T18:13:15.448-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_RtpEnableDefenderConfigMonitoring = 0x1",""
"2026-07-31T18:13:15.448-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_AdvertiseM365PackMinor = 0x965","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_AdvertiseM365PackMinor = 0x2328"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_M365ToastCurrentVerRollout = 0x64"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_EnableRiskIQSensorTcp = 0x1"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_DisableTerminateNriWhenUnhealthy = 0x1"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\NIS_DisableTransportCallouts = 0x1"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_M365StablePackVer = 0x96B4268"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFc_Kernel_L2StateCache_SupportGenericFileState = 0x1"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFc_Kernel_DlpIgnoreSystemFolder = 0x1"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_Kernel_DisableNormalKernelApcOnScan = 0x1"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_CoreSvc_ResMon_MemLimit = 0x191"
"2026-07-31T18:13:15.448-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_AdvertiseM365PackMajor = 0x66","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_AdvertiseM365PackMajor = 0x67"
"2026-07-31T18:13:15.448-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_AdvertiseM365PackBuild = 0x4268","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_AdvertiseM365PackBuild = 0x0"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_NisSrvWatchDogTimerFix = 0x0"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_NISDrv_Cleanup = 0x0"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_DC_AllowLockedSessionsAsLastLogon = 0x1"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_SCC_FeatureAvailable = 0x0"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_M365SsoFeature = 0x3"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_M365CurrentPackVer = 0x96B4650"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_Kernel_FolderHardeningOnCreate = 0x1"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_EnableNisExternalInboundConnection = 0x1"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_Dlp_QuarantineNetworkItemAgeInSeconds = 0x3"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFc_Disruption_ModularPolicyPublish = 0x1"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_DC_DisableAadDeviceIdQuery = 0x1"
"2026-07-31T18:13:15.448-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_AdvertiseM365Feature = 0xF","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_AdvertiseM365Feature = 0x0"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpDlpClipboardSettings = 0x18F"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\EnableThreatIdKeyForSigExpiry_MpRamp = 0x1"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFc_Kernel_DisableOfficeInjectUevSuppression = 0x1"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_EnableNriRiskIQDetect = 0x1"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_DisableTransportCallouts = 0x1"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_DC_EnableAadSidCache = 0x1"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_EnableRiskIQSensorUdp = 0x1"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_EnableNisExternalInboundConnectionThrottle = 0xE10"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_EnableMdeDiag = 0x1"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_EnableIpV6Reporting = 0x1"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpDisableCmdLineNormalizationKC = 0x0"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_TS_UseStrictOriginQuery = 0x0"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpDisableBmHealthOneDsEvent = 0x1"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\EnableSmsEmsOnArm64_MpRamp = 0x1"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_SupportThreatActionDetectionOnly = 0x1"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_M365ToastFeature = 0xF"
"2026-07-31T18:13:15.448-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFc_Kernel_L2StateCache_DefaultStreamsOnly = 0x1"
"2026-07-31T18:13:15.447-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_EnableOnDemandScan1DSMetrics = 0x1"
"2026-07-31T18:13:15.447-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_Dlp_QuarantineItemAgeInSeconds = 0x3"
"2026-07-31T18:13:15.447-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_Dlp_EventThrotteIntervalInSec = 0xF"
"2026-07-31T18:13:15.447-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_AllowTrustAnchorsForTLS = 0x1"
"2026-07-31T18:13:15.447-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_NisSrvEnableOneDSTelemetry = 0x0"
"2026-07-31T18:13:15.447-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_Md1dsMaxMemorySize = 0x8"
"2026-07-31T18:13:15.447-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_M365SsoCurrentVerRollout = 0x64"
"2026-07-31T18:13:15.447-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFc_Kernel_MaxAsyncWorkQueue = 0x400"
"2026-07-31T18:13:15.447-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_SAC_ClientWaitForRpc = 0x0"
"2026-07-31T18:13:15.447-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_Kernel_PreventBindfltAbuse = 0x1"
"2026-07-31T18:13:15.447-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFc_Kernel_DoNotResetExcludeOnModify = 0x0"
"2024-07-31T21:54:10.924-0500","WIN-11","N/A\Features\DlpAppEnlightenmentSettings = ","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\DlpAppEnlightenmentSettings = 0x0"
"2024-07-31T21:54:10.923-0500","WIN-11","Default\Features\TamperProtectionSource = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\TamperProtectionSource = 0x5"
"2024-07-31T21:54:10.282-0500","WIN-11","Default\SpyNet\MAPSconcurrencyDss = 0xA","HKLM\SOFTWARE\Microsoft\Windows Defender\SpyNet\MAPSconcurrencyDss = 0xA"
"2024-07-31T21:54:10.282-0500","WIN-11","Default\SpyNet\SSLOptions = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\SpyNet\SSLOptions = 0x3"
"2024-07-31T21:54:10.282-0500","WIN-11","Default\SpyNet\SpyNetReportingLocation = 
REST:https://wdcp.microsoft.com/wdcp.svc/submitReport
","HKLM\SOFTWARE\Microsoft\Windows Defender\SpyNet\SpyNetReportingLocation = 
SOAP:https://wdcp.microsoft.com/WdCpSrvc.asmx
SOAP:https://wdcpalt.microsoft.com/WdCpSrvc.asmx
REST:https://wdcp.microsoft.com/wdcp.svc/submitReport
REST:https://wdcpalt.microsoft.com/wdcp.svc/submitReport
BOND:https://wdcp.microsoft.com/wdcp.svc/bond/submitreport
BOND:https://wdcpalt.microsoft.com/wdcp.svc/bond/submitreport
"
"2024-07-31T21:54:10.282-0500","WIN-11","Default\SpyNet\MAPSconcurrency = 0x1","HKLM\SOFTWARE\Microsoft\Windows Defender\SpyNet\MAPSconcurrency = 0x1"
"2024-07-31T21:54:10.282-0500","WIN-11","Default\Signature Updates\SignatureType = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\Signature Updates\SignatureType = 0x0"
"2024-07-31T21:54:10.279-0500","WIN-11","Default\Scan\DaysUntilAggressiveCatchupQuickScan = 0x19","HKLM\SOFTWARE\Microsoft\Windows Defender\Scan\DaysUntilAggressiveCatchupQuickScan = 0x1E"
"2024-07-31T21:54:10.279-0500","WIN-11","Default\Scan\AggressiveCatchupQuickScanReattemptElapsed = 0x17","HKLM\SOFTWARE\Microsoft\Windows Defender\Scan\AggressiveCatchupQuickScanReattemptElapsed = 0x17"
"2024-07-31T21:54:10.274-0500","WIN-11","Default\Real-Time Protection\DpaDisabled = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\Real-Time Protection\DpaDisabled = 0x0"
"2024-07-31T21:54:10.265-0500","WIN-11","Default\SmartLockerMode = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\SmartLockerMode = 0x1"
"2024-07-31T21:52:33.991-0500","WIN-11","Default\Windows Defender Exploit Guard\Network Protection\EnableNetworkProtection = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\Windows Defender Exploit Guard\Network Protection\EnableNetworkProtection = 0x0"
"2024-07-31T21:52:33.988-0500","WIN-11","Default\UX Configuration\UILockdown = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\UX Configuration\UILockdown = 0x0"
"2024-07-31T21:52:33.985-0500","WIN-11","Default\Scan\ScheduleQuickScanTime = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\Scan\ScheduleQuickScanTime = 0x0"
"2024-07-31T21:52:33.976-0500","WIN-11","Default\Features\TPExclusions = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\TPExclusions = 0x0"
"2024-07-31T21:52:33.976-0500","WIN-11","Default\Features\TamperProtection = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\TamperProtection = 0x1"
"2024-07-31T21:52:33.973-0500","WIN-11","Default\ServiceStartStates = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1"
"2024-07-31T21:52:33.973-0500","WIN-11","Default\ManagedDefenderProductType = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\ManagedDefenderProductType = 0x0"
"2024-07-31T21:52:29.148-0500","WIN-11","N/A\ProductType = ","HKLM\SOFTWARE\Microsoft\Windows Defender\ProductType = 0x2"
"2024-07-31T21:52:29.148-0500","WIN-11","Default\HybridModeEnabled = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\HybridModeEnabled = 0x0"
"2024-07-31T21:52:29.147-0500","WIN-11","Default\VerifiedAndReputableTrustModeEnabled = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\VerifiedAndReputableTrustModeEnabled = 0x1"
"2024-07-31T21:52:29.147-0500","WIN-11","Default\IsServiceRunning = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\IsServiceRunning = 0x1"
"2024-07-31T21:52:29.147-0500","WIN-11","Default\InstallLocation = C:\Program Files\Windows Defender","HKLM\SOFTWARE\Microsoft\Windows Defender\InstallLocation = C:\Program Files\Windows Defender\"
"2024-07-31T18:20:23.798-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = RtpPluginStop","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = CleanupEngine"
"2024-07-31T18:20:21.481-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = CleanupCompleted","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = RtpPluginStop"
"2024-07-31T18:06:40.092-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1","Default\ServiceStartStates = 0x0"
"2024-07-31T18:06:25.247-0500","WIN-11","Default\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender","HKLM\SOFTWARE\Microsoft\Windows Defender\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender"
"2024-07-31T18:05:46.143-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = ServiceStartedSuccessfully"
"2024-07-31T18:05:46.142-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x6F6A16D0","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x7C3019AD"
"2024-07-31T18:05:40.572-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = RegistringUxToastLibrary","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine"
"2024-07-31T18:05:40.010-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = RegistringUxToastLibrary"
"2024-07-31T18:05:40.008-0500","WIN-11","Default\ServiceStartStates = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1"
"2024-07-31T18:05:24.444-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitializeMiscConfigLibrary","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate"
"2024-07-31T18:05:24.431-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x7C3019AD","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x6F6A16D0"
"2024-07-31T18:05:24.431-0500","WIN-11","Default\IsServiceRunning = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\IsServiceRunning = 0x1"
"2024-07-31T18:04:19.229-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = RtpPluginStop","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = CleanupEngine"
"2024-07-31T18:04:18.380-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = CleanupCompleted","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = RtpPluginStop"
"2024-07-31T18:01:58.900-0500","WIN-11","Default\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender","HKLM\SOFTWARE\Microsoft\Windows Defender\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender"
"2024-07-31T18:01:58.900-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1","Default\ServiceStartStates = 0x0"
"2024-07-31T18:01:15.455-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = ServiceStartedSuccessfully"
"2024-07-31T18:01:15.453-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x6F6A16D0","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x7C3019AD"
"2024-07-31T18:01:01.680-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = RegistringUxToastLibrary","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine"
